Id,Label,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,isfraud
89875,,1,1,2,16,0.114094,0.203391,510,33,1
1306,,1,1,2,15,0.121212,0.212598,496,33,1
66999,,1,1,2,14,0.12931,0.222831,480,33,1
77647,,1,1,2,13,0.138614,0.234295,462,33,1
27691,,1,1,2,12,0.149425,0.247256,442,33,1
76898,,1,1,2,11,0.162162,0.262073,420,33,1
7048,,1,1,2,10,0.177419,0.279257,396,33,1
45815,,1,1,2,9,0.196078,0.299563,370,33,1
36275,,1,1,2,8,0.219512,0.324206,342,33,1
52460,,1,1,2,7,0.25,0.355357,312,33,1
70982,,1,1,2,6,0.291667,0.397619,280,33,1
64680,,1,1,2,5,0.352941,0.463889,246,33,1
37935,,2,2,4,4,0.454545,0.616667,250,33,1
96967,,1,0,1,0,0,0,0,33,1
85309,,0,1,1,24,0.076132,0.128086,0,15,1
26518,,1,1,2,23,0.080178,0.13278,36,15,0
68781,,1,1,2,22,0.084746,0.138169,70,15,1
87400,,1,1,2,21,0.089947,0.144491,102,15,1
56485,,1,1,2,20,0.09593,0.152125,132,15,1
5464,,1,1,2,19,0.102894,0.161734,160,15,1
97995,,1,1,2,18,0.111111,0.174624,186,15,1
7334,,1,1,2,17,0.120968,0.19399,210,15,1
13420,,2,2,4,16,0.133028,0.232205,522,15,1
21493,,1,1,2,11,0.173913,0.279434,228,15,1
41405,,1,1,2,10,0.192982,0.311724,220,15,1
24047,,1,2,3,9,0.217391,0.382897,210,15,1
31138,,1,1,2,8,0.222222,0.339732,176,15,1
77197,,1,1,2,7,0.25,0.370408,161,15,1
12350,,1,1,2,6,0.285714,0.408333,144,15,1
54340,,1,1,2,5,0.333333,0.456667,125,15,1
16290,,1,1,2,4,0.4,0.520833,104,15,1
95692,,1,1,2,3,0.5,0.611111,81,15,1
3951,,1,1,2,2,0.666667,0.75,56,15,1
54019,,1,1,2,1,1,1,29,15,1
24066,,2,0,2,0,0,0,0,15,1
74865,,1,1,2,24,0.08,0.157332,144,16,0
93966,,1,1,2,23,0.083333,0.162361,161,16,1
74491,,1,1,2,22,0.086957,0.167764,176,16,1
25379,,2,1,3,21,0.090909,0.173589,231,16,1
53078,,1,1,2,20,0.095238,0.179887,240,16,1
6625,,1,1,2,19,0.1,0.186723,247,16,1
33957,,1,1,2,18,0.105263,0.194173,252,16,1
78205,,3,1,4,17,0.111111,0.202327,425,16,1
5190,,1,1,2,16,0.117647,0.211296,416,16,1
79076,,1,1,2,15,0.125,0.221215,405,16,1
26455,,1,1,2,14,0.133333,0.232254,392,16,1
1278,,1,1,2,13,0.142857,0.244626,377,16,1
95577,,1,1,2,12,0.153846,0.258601,360,16,1
40707,,1,1,2,11,0.166667,0.274534,341,16,1
53260,,1,1,2,10,0.181818,0.292897,320,16,1
80485,,1,1,2,9,0.2,0.31433,297,16,1
41313,,1,1,2,8,0.222222,0.339732,272,16,1
38269,,1,1,2,7,0.25,0.370408,245,16,1
68217,,1,1,2,6,0.285714,0.408333,216,16,1
4373,,1,1,2,5,0.333333,0.456667,185,16,1
25647,,1,1,2,4,0.4,0.520833,152,16,1
47367,,1,1,2,3,0.5,0.611111,117,16,1
29918,,1,1,2,2,0.666667,0.75,80,16,1
74376,,1,1,2,7,0.25,0.370408,14,17,1
86613,,1,1,2,6,0.285714,0.408333,18,17,0
82017,,1,1,2,5,0.333333,0.456667,20,17,1
83124,,1,1,2,4,0.4,0.520833,20,17,1
28512,,1,1,2,3,0.5,0.611111,18,17,1
78817,,1,1,2,2,0.666667,0.75,14,17,1
81057,,1,1,2,1,1,1,8,17,1
94330,,1,0,1,0,0,0,0,17,1
47501,,0,1,1,16,0.126531,0.176504,0,18,1
27158,,1,1,2,15,0.140187,0.191719,30,18,0
59683,,1,1,2,14,0.157609,0.212506,58,18,1
52859,,1,1,2,13,0.180645,0.24304,84,18,1
88449,,1,1,2,12,0.212598,0.293064,108,18,1
57547,,1,1,2,11,0.26,0.39179,130,18,1
41578,,1,1,2,9,0.204082,0.307897,70,18,1
78793,,1,1,2,8,0.230769,0.339021,72,18,1
10929,,1,1,2,7,0.266667,0.386607,72,18,1
40287,,1,2,3,6,0.318182,0.492857,70,18,1
83087,,1,1,2,5,0.333333,0.456667,55,18,1
67568,,1,1,2,4,0.4,0.520833,48,18,1
16176,,1,1,2,3,0.5,0.611111,39,18,1
23971,,1,1,2,2,0.666667,0.75,28,18,1
54647,,1,1,2,1,1,1,15,18,1
47794,,2,0,2,0,0,0,0,18,1
8024,,0,1,1,22,0.086957,0.167764,0,19,1
43645,,1,1,2,21,0.090909,0.173589,21,19,0
73505,,2,1,3,20,0.095238,0.179887,60,19,1
75284,,1,1,2,19,0.1,0.186723,76,19,1
13201,,1,1,2,18,0.105263,0.194173,90,19,1
82288,,2,1,3,17,0.111111,0.202327,119,19,1
22574,,1,1,2,16,0.117647,0.211296,128,19,1
90995,,1,1,2,15,0.125,0.221215,135,19,1
63085,,1,1,2,14,0.133333,0.232254,140,19,1
42044,,1,1,2,13,0.142857,0.244626,143,19,1
37174,,1,1,2,12,0.153846,0.258601,144,19,1
70672,,1,1,2,11,0.166667,0.274534,143,19,1
46813,,1,1,2,10,0.181818,0.292897,140,19,1
32706,,1,1,2,9,0.2,0.31433,135,19,1
53646,,1,1,2,8,0.222222,0.339732,128,19,1
40166,,1,1,2,7,0.25,0.370408,119,19,1
62890,,1,1,2,6,0.285714,0.408333,108,19,1
99718,,1,1,2,5,0.333333,0.456667,95,19,1
27600,,1,1,2,4,0.4,0.520833,80,19,1
67235,,1,1,2,3,0.5,0.611111,63,19,1
75746,,1,1,2,2,0.666667,0.75,44,19,1
82621,,1,1,2,1,1,1,23,19,1
94218,,1,0,1,0,0,0,0,19,1
43284,,0,2,2,16,0.123377,0.260389,0,43,1
60611,,1,1,2,15,0.119403,0.211854,16,43,0
45865,,1,1,2,14,0.127119,0.221899,30,43,1
70909,,1,1,2,13,0.135922,0.233105,42,43,1
10100,,1,1,2,12,0.146067,0.245702,52,43,1
63251,,2,1,3,11,0.157895,0.25999,96,43,1
10271,,0,1,1,19,0.097345,0.178397,0,43,1
9529,,1,1,2,18,0.102941,0.188771,21,43,0
56763,,1,1,2,17,0.10929,0.204269,40,43,1
51915,,1,2,3,16,0.116564,0.238858,57,43,1
91790,,1,1,2,15,0.118056,0.205274,68,43,1
63821,,1,1,2,14,0.125984,0.214975,80,43,1
58260,,1,1,2,13,0.135135,0.225898,90,43,1
66648,,1,1,2,12,0.145833,0.238355,98,43,1
4934,,1,1,2,11,0.158537,0.252811,104,43,1
11276,,1,1,2,10,0.173913,0.270007,108,43,1
20369,,1,1,2,9,0.192982,0.29127,110,43,1
69556,,1,1,2,8,0.217391,0.319405,110,43,1
72701,,1,1,2,7,0.25,0.362169,108,43,1
32401,,1,2,3,6,0.296296,0.45625,104,43,1
8502,,1,1,2,5,0.315789,0.422222,84,43,1
94463,,1,1,2,4,0.384615,0.483333,75,43,1
27045,,1,1,2,3,0.5,0.583333,64,43,1
93662,,3,2,5,2,0.75,0.833333,246,43,1
44474,,1,1,2,1,1,1,83,43,1
68898,,1,0,1,0,0,0,0,43,1
70622,,1,3,4,20,0.125373,0.234546,84,20,1
41953,,1,1,2,19,0.123348,0.230446,84,20,0
476,,3,2,5,18,0.135678,0.298964,189,20,1
77330,,2,1,3,17,0.109091,0.195716,162,20,1
73481,,1,1,2,16,0.115646,0.204214,170,20,1
49381,,1,1,2,15,0.123077,0.213639,176,20,1
18967,,1,1,2,14,0.131579,0.224178,180,20,1
11934,,1,1,2,13,0.141414,0.236081,182,20,1
73012,,1,1,2,12,0.152941,0.249698,182,20,1
66075,,1,1,2,11,0.166667,0.265545,180,20,1
53172,,1,1,2,10,0.183333,0.284452,176,20,1
87503,,1,1,2,9,0.204082,0.307897,170,20,1
31903,,1,1,2,8,0.230769,0.339021,162,20,1
3691,,1,1,2,7,0.266667,0.386607,152,20,1
8470,,1,2,3,6,0.318182,0.492857,140,20,1
86406,,1,1,2,5,0.333333,0.456667,105,20,1
81946,,1,1,2,4,0.4,0.520833,88,20,1
32369,,1,1,2,3,0.5,0.611111,69,20,1
1830,,1,1,2,2,0.666667,0.75,48,20,1
89866,,4,1,5,1,1,1,31,20,1
44056,,0,1,1,5,0.3,0.413889,0,121,1
44223,,1,1,2,4,0.357143,0.466667,5,121,0
95887,,1,1,2,3,0.444444,0.541667,8,121,1
38147,,1,1,2,2,0.6,0.666667,9,121,1
10481,,3,2,5,1,1,1,56,121,1
37702,,0,1,1,7,0.211538,0.297186,0,21,1
28848,,1,1,2,6,0.243902,0.326667,10,21,0
46388,,1,1,2,5,0.290323,0.368519,18,21,1
22484,,1,1,2,4,0.363636,0.4375,24,21,1
7995,,1,2,3,3,0.5,0.595238,28,21,1
60372,,0,1,1,9,0.208333,0.31623,0,22,1
7093,,1,1,2,8,0.236842,0.35754,9,22,0
6700,,2,2,4,7,0.275862,0.449107,24,22,1
32825,,1,1,2,6,0.285714,0.408333,24,22,1
28557,,2,1,3,5,0.333333,0.456667,30,22,1
87640,,1,1,2,4,0.4,0.520833,28,22,1
23816,,1,1,2,3,0.5,0.611111,24,22,1
80188,,1,1,2,2,0.666667,0.75,18,22,1
43539,,1,1,2,1,1,1,10,22,1
66976,,2,0,2,0,0,0,0,22,1
76828,,2,1,3,17,0.106952,0.195103,80,23,1
27008,,1,1,2,16,0.113772,0.211517,95,23,0
72555,,1,2,3,15,0.121622,0.248143,108,23,1
64847,,1,1,2,14,0.123077,0.213239,112,23,1
15752,,1,1,2,13,0.131579,0.223625,120,23,1
26238,,1,1,2,12,0.141414,0.235294,126,23,1
78730,,1,1,2,11,0.152941,0.248538,130,23,1
81617,,1,1,2,10,0.166667,0.263757,132,23,1
87048,,1,1,2,9,0.183333,0.28153,132,23,1
12296,,1,1,2,8,0.204082,0.302738,130,23,1
73458,,1,1,2,7,0.230769,0.328836,126,23,1
53340,,1,1,2,6,0.266667,0.3625,120,23,1
83295,,1,1,2,5,0.318182,0.409524,112,23,1
36419,,1,1,2,4,0.4,0.486111,102,23,1
19698,,1,2,3,3,0.555556,0.666667,90,23,1
41791,,1,1,2,2,0.666667,0.75,38,23,1
25960,,1,1,2,1,1,1,20,23,1
13848,,2,0,2,0,0,0,0,23,1
12942,,0,1,1,5,0.333333,0.456667,0,24,1
23811,,1,1,2,4,0.4,0.520833,4,24,0
19880,,1,1,2,3,0.5,0.611111,6,24,1
14778,,1,1,2,2,0.666667,0.75,6,24,1
68161,,1,1,2,1,1,1,4,24,1
10208,,1,0,1,0,0,0,0,24,1
54094,,0,1,1,28,0.069378,0.138293,0,32,1
97512,,1,1,2,27,0.071979,0.142227,28,32,0
23688,,1,1,2,26,0.074792,0.14646,54,32,1
19199,,1,1,2,25,0.077844,0.151041,78,32,1
77686,,1,1,2,24,0.081169,0.156038,100,32,1
35671,,1,1,2,23,0.084806,0.161548,120,32,1
84312,,1,1,2,22,0.088803,0.167717,138,32,1
84806,,1,1,2,21,0.09322,0.174789,154,32,1
43299,,2,1,3,20,0.098131,0.183226,210,32,1
49271,,1,1,2,19,0.103627,0.194054,220,32,1
60171,,1,1,2,18,0.109827,0.210269,228,32,1
17599,,2,2,4,17,0.116883,0.246642,270,32,1
60084,,2,1,3,16,0.117647,0.211296,304,32,1
71436,,0,1,1,16,0.113208,0.197498,0,25,1
89129,,1,1,2,15,0.120567,0.20642,17,25,0
96620,,1,1,2,14,0.129032,0.216417,32,25,1
21484,,1,1,2,13,0.138889,0.22775,45,25,1
99273,,1,1,2,12,0.150538,0.240791,56,25,1
50209,,1,1,2,11,0.164557,0.256108,65,25,1
34181,,1,1,2,10,0.181818,0.274636,72,25,1
45965,,1,1,2,9,0.203704,0.298088,77,25,1
96155,,1,1,2,8,0.232558,0.330119,80,25,1
27006,,1,1,2,7,0.272727,0.380688,81,25,1
5432,,1,2,3,6,0.333333,0.49375,80,25,1
15050,,2,1,3,5,0.333333,0.456667,60,25,1
62896,,1,1,2,4,0.4,0.520833,52,25,1
14803,,1,1,2,3,0.5,0.611111,42,25,1
73438,,1,1,2,2,0.666667,0.75,30,25,1
74071,,1,1,2,1,1,1,16,25,1
61851,,2,0,2,0,0,0,0,25,1
59078,,1,1,2,24,0.076132,0.128086,74,15,1
744,,1,1,2,23,0.080178,0.13278,108,15,0
89720,,1,1,2,22,0.084746,0.138169,140,15,1
22311,,1,1,2,21,0.089947,0.144491,170,15,1
76344,,1,1,2,20,0.09593,0.152125,198,15,1
40678,,1,1,2,19,0.102894,0.161734,224,15,1
18816,,1,1,2,18,0.111111,0.174624,248,15,1
24272,,1,1,2,17,0.120968,0.19399,270,15,1
13380,,1,1,2,15,0.125,0.221215,285,15,1
94493,,1,1,2,14,0.133333,0.232254,280,15,1
75858,,1,1,2,13,0.142857,0.244626,273,15,1
50043,,1,1,2,12,0.153846,0.258601,264,15,1
53405,,1,1,2,11,0.166667,0.274534,253,15,1
78257,,1,1,2,10,0.181818,0.292897,240,15,1
64356,,1,1,2,9,0.2,0.31433,225,15,1
75867,,1,1,2,8,0.222222,0.339732,208,15,1
20054,,1,1,2,7,0.25,0.370408,189,15,1
49090,,1,1,2,6,0.285714,0.408333,168,15,1
99679,,1,1,2,5,0.333333,0.456667,145,15,1
29477,,1,1,2,4,0.4,0.520833,120,15,1
41871,,1,1,2,3,0.5,0.611111,93,15,1
61882,,1,1,2,2,0.666667,0.75,64,15,1
95743,,1,1,2,1,1,1,33,15,1
67852,,1,0,1,0,0,0,0,15,1
83418,,1,1,2,12,0.153846,0.258601,12,26,1
58230,,1,1,2,11,0.166667,0.274534,22,26,0
16877,,1,1,2,10,0.181818,0.292897,30,26,1
58847,,1,1,2,9,0.2,0.31433,36,26,1
22404,,1,1,2,8,0.222222,0.339732,40,26,1
24193,,1,1,2,7,0.25,0.370408,42,26,1
74,,1,1,2,6,0.285714,0.408333,42,26,1
63533,,1,1,2,5,0.333333,0.456667,40,26,1
77560,,1,1,2,4,0.4,0.520833,36,26,1
24027,,1,1,2,2,0.666667,0.75,28,26,1
74040,,2,1,3,1,1,1,17,26,1
71156,,0,2,2,8,0.23913,0.396429,0,885,1
26544,,1,1,2,7,0.235294,0.34494,8,885,0
7200,,1,1,2,6,0.269231,0.378571,14,885,1
41361,,1,1,2,5,0.315789,0.422222,18,885,1
77960,,1,1,2,4,0.384615,0.483333,20,885,1
55320,,1,1,2,3,0.5,0.583333,20,885,1
21741,,2,2,4,2,0.75,0.833333,24,885,1
7943,,0,1,1,3,0.5,0.611111,0,27,1
4759,,1,1,2,2,0.666667,0.75,2,27,0
19543,,1,1,2,1,1,1,2,27,1
24975,,1,0,1,0,0,0,0,27,1
43330,,0,2,2,8,0.214286,0.349504,0,28,1
89809,,1,1,2,7,0.227273,0.315952,10,28,0
614,,1,1,2,6,0.264706,0.35,18,28,1
82604,,1,1,2,5,0.32,0.4,24,28,1
61480,,1,1,2,4,0.411765,0.488095,28,28,1
39213,,1,3,4,3,0.6,0.722222,30,28,1
22727,,0,1,1,19,0.096639,0.168793,0,29,1
81423,,2,1,3,18,0.102326,0.175466,44,29,0
231,,1,1,2,17,0.108808,0.182932,63,29,1
32801,,1,1,2,16,0.116279,0.191398,80,29,1
35028,,1,1,2,15,0.125,0.201168,95,29,1
85625,,1,1,2,14,0.135338,0.212719,108,29,1
71213,,1,1,2,13,0.147826,0.226843,119,29,1
99917,,1,1,2,12,0.163265,0.244992,128,29,1
15123,,1,1,2,11,0.182927,0.270214,135,29,1
90492,,1,1,2,10,0.208955,0.310402,140,29,1
55471,,1,2,3,9,0.245283,0.3971,143,29,1
33940,,1,2,3,8,0.25641,0.421786,120,29,1
95315,,1,1,2,7,0.25,0.370408,91,29,1
85259,,1,1,2,6,0.285714,0.408333,84,29,1
27352,,1,1,2,5,0.333333,0.456667,75,29,1
28696,,2,1,3,4,0.4,0.520833,72,29,1
9600,,1,1,2,3,0.5,0.611111,57,29,1
92638,,1,1,2,2,0.666667,0.75,40,29,1
36865,,1,1,2,1,1,1,21,29,1
57238,,1,0,1,0,0,0,0,29,1
43555,,0,2,2,22,0.082317,0.181791,0,30,1
85965,,1,1,2,21,0.083056,0.15502,25,30,0
83699,,1,1,2,20,0.086957,0.160085,48,30,1
39554,,1,1,2,19,0.09127,0.165568,69,30,1
60096,,1,1,2,18,0.09607,0.171532,88,30,1
95469,,1,1,2,17,0.101449,0.178059,105,30,1
94069,,1,1,2,16,0.107527,0.185249,120,30,1
40240,,2,1,3,15,0.114458,0.193236,152,30,1
59945,,1,1,2,14,0.122449,0.2022,162,30,1
79587,,1,1,2,13,0.131783,0.212393,170,30,1
18958,,1,1,2,12,0.142857,0.224186,176,30,1
53578,,7,1,8,11,0.15625,0.238151,285,30,1
48671,,1,1,2,10,0.17284,0.255244,280,30,1
20802,,1,1,2,9,0.19403,0.277228,273,30,1
79677,,1,1,2,8,0.222222,0.307837,264,30,1
45978,,0,1,1,4,0.4,0.520833,0,31,1
11577,,1,1,2,3,0.5,0.611111,3,31,0
13924,,1,1,2,2,0.666667,0.75,4,31,1
90669,,1,1,2,1,1,1,3,31,1
79030,,1,0,1,0,0,0,0,31,1
39289,,0,1,1,6,0.285714,0.408333,0,124,1
16686,,1,1,2,5,0.333333,0.456667,5,124,0
11797,,1,1,2,4,0.4,0.520833,8,124,1
99991,,1,1,2,3,0.5,0.611111,9,124,1
2924,,1,1,2,2,0.666667,0.75,8,124,1
18068,,1,1,2,1,1,1,5,124,1
23197,,0,1,1,10,0.191176,0.291972,0,346,1
22602,,3,2,5,9,0.218182,0.356581,36,346,0
1114,,1,1,2,8,0.232558,0.330119,40,346,1
75140,,1,1,2,7,0.272727,0.380688,45,346,1
46749,,1,2,3,6,0.333333,0.49375,48,346,1
34286,,2,1,3,5,0.333333,0.456667,40,346,1
76146,,1,1,2,4,0.4,0.520833,36,346,1
18312,,1,1,2,3,0.5,0.611111,30,346,1
5984,,1,1,2,2,0.666667,0.75,22,346,1
7372,,1,1,2,1,1,1,12,346,1
58465,,2,0,2,0,0,0,0,346,1
84117,,0,1,1,19,0.1,0.186723,0,32,1
18784,,1,1,2,18,0.105263,0.194173,18,32,0
66895,,1,1,2,17,0.111111,0.202327,34,32,1
50213,,1,1,2,15,0.125,0.221215,300,32,1
31739,,1,1,2,14,0.133333,0.232254,294,32,1
93303,,1,1,2,13,0.142857,0.244626,286,32,1
15328,,1,1,2,12,0.153846,0.258601,276,32,1
61790,,1,1,2,11,0.166667,0.274534,264,32,1
77951,,1,1,2,10,0.181818,0.292897,250,32,1
41284,,1,1,2,9,0.2,0.31433,234,32,1
25580,,1,1,2,8,0.222222,0.339732,216,32,1
66571,,1,1,2,7,0.25,0.370408,196,32,1
61193,,1,1,2,6,0.285714,0.408333,174,32,1
29436,,1,1,2,5,0.333333,0.456667,150,32,1
10288,,1,1,2,4,0.4,0.520833,124,32,1
65399,,1,1,2,3,0.5,0.611111,96,32,1
74988,,1,1,2,2,0.666667,0.75,66,32,1
5851,,1,1,2,1,1,1,34,32,1
49635,,1,0,1,0,0,0,0,32,1
36669,,0,1,1,35,0.054519,0.112958,0,33,1
60148,,1,1,2,34,0.056146,0.115454,37,33,0
72234,,1,1,2,33,0.057878,0.118092,72,33,1
40905,,1,1,2,31,0.061706,0.123862,170,33,1
87460,,1,1,2,30,0.06383,0.127039,198,33,1
33745,,1,1,2,29,0.066116,0.130449,224,33,1
35466,,2,1,3,27,0.071259,0.138141,360,33,1
31693,,1,1,2,26,0.074169,0.142552,377,33,1
35522,,1,1,2,25,0.077348,0.147474,392,33,1
96548,,1,1,2,24,0.080838,0.153078,405,33,1
57204,,1,1,2,23,0.084691,0.159652,416,33,1
835,,1,1,2,22,0.088968,0.167738,425,33,1
38707,,1,1,2,21,0.09375,0.17851,432,33,1
35110,,1,1,2,20,0.099138,0.195213,437,33,1
32291,,1,1,2,1,1,1,28,33,1
24755,,1,0,1,0,0,0,0,33,1
52354,,0,1,1,17,0.097122,0.157877,0,34,1
66424,,1,1,2,16,0.103586,0.164629,26,34,0
77287,,1,1,2,15,0.111111,0.172428,50,34,1
18171,,1,1,2,14,0.12,0.181645,72,34,1
48849,,1,1,2,13,0.130682,0.192875,92,34,1
57464,,1,1,2,12,0.143791,0.207164,110,34,1
44882,,1,1,2,11,0.160305,0.226589,126,34,1
18490,,1,1,2,10,0.181818,0.25623,140,34,1
22543,,2,2,4,9,0.211111,0.315622,570,34,1
64126,,1,1,2,8,0.213115,0.293132,403,34,1
40891,,1,1,2,7,0.25,0.336905,384,34,1
97553,,2,2,4,6,0.305556,0.430303,473,34,1
70621,,1,1,2,4,0.4,0.520833,176,34,1
60765,,1,1,2,3,0.5,0.611111,135,34,1
37655,,1,1,2,2,0.666667,0.75,92,34,1
71988,,1,1,2,1,1,1,47,34,1
1706,,1,0,1,0,0,0,0,34,1
47829,,2,1,3,13,0.137255,0.233646,28,35,1
68601,,1,1,2,12,0.147727,0.246401,39,35,0
59854,,1,1,2,11,0.16,0.260916,48,35,1
14267,,1,1,2,10,0.174603,0.277633,55,35,1
19860,,1,1,2,9,0.192308,0.297183,60,35,1
58540,,1,1,2,8,0.214286,0.320503,63,35,1
25573,,1,1,2,7,0.242424,0.349107,64,35,1
91912,,1,1,2,6,0.28,0.385714,63,35,1
1304,,1,1,2,5,0.333333,0.436111,60,35,1
89810,,1,1,2,4,0.416667,0.516667,55,35,1
71016,,1,2,3,3,0.571429,0.708333,48,35,1
79225,,1,1,2,2,0.666667,0.75,26,35,1
79338,,1,1,2,1,1,1,14,35,1
18775,,0,2,2,25,0.085873,0.187701,0,48,1
31655,,1,1,2,24,0.085106,0.155533,28,48,0
87201,,1,1,2,23,0.089701,0.16366,54,48,1
59778,,1,1,2,22,0.094891,0.174372,78,48,1
84892,,1,1,2,21,0.100806,0.190481,100,48,1
51247,,2,2,4,20,0.107623,0.224211,144,48,1
48242,,1,0,1,0,0,0,0,48,1
35579,,1,1,2,21,0.097959,0.178973,24,36,1
76730,,1,1,2,20,0.104072,0.192655,46,36,0
55768,,1,1,2,19,0.111111,0.214291,66,36,1
7704,,2,2,4,18,0.119318,0.261672,189,36,1
29883,,1,1,2,17,0.111111,0.202327,170,36,1
48738,,1,1,2,16,0.117647,0.211296,176,36,1
59190,,1,1,2,15,0.125,0.221215,180,36,1
90186,,1,1,2,14,0.133333,0.232254,182,36,1
35676,,2,1,3,13,0.142857,0.244626,195,36,1
93094,,1,1,2,12,0.153846,0.258601,192,36,1
89748,,1,1,2,11,0.166667,0.274534,187,36,1
31868,,2,1,3,10,0.181818,0.292897,220,36,1
14759,,1,1,2,9,0.2,0.31433,207,36,1
64640,,1,1,2,8,0.222222,0.339732,192,36,1
26398,,1,1,2,7,0.25,0.370408,175,36,1
5502,,1,1,2,6,0.285714,0.408333,156,36,1
71394,,1,1,2,5,0.333333,0.456667,135,36,1
31523,,1,1,2,4,0.4,0.520833,112,36,1
4087,,1,1,2,3,0.5,0.611111,87,36,1
16628,,1,1,2,2,0.666667,0.75,60,36,1
51995,,1,1,2,1,1,1,31,36,1
19884,,1,0,1,0,0,0,0,36,1
43813,,0,1,1,4,0.4,0.520833,0,37,1
81608,,1,1,2,3,0.5,0.611111,3,37,0
47374,,1,1,2,2,0.666667,0.75,4,37,1
87902,,1,1,2,1,1,1,3,37,1
66582,,1,0,1,0,0,0,0,37,1
60481,,1,1,2,6,0.285714,0.408333,6,38,1
41213,,1,1,2,5,0.333333,0.456667,10,38,0
94412,,1,1,2,4,0.4,0.520833,12,38,1
55847,,1,1,2,3,0.5,0.611111,12,38,1
97807,,2,1,3,2,0.666667,0.75,14,38,1
143,,1,1,2,10,0.154762,0.249237,13,39,1
9819,,1,1,2,9,0.169014,0.264683,24,39,0
61523,,1,1,2,8,0.186441,0.282792,33,39,1
65362,,1,1,2,7,0.208333,0.304524,40,39,1
79357,,1,1,2,6,0.236842,0.331481,45,39,1
59175,,1,1,2,5,0.275862,0.366667,48,39,1
78318,,1,1,2,4,0.333333,0.416667,49,39,1
39875,,1,1,2,3,0.428571,0.5,48,39,1
52489,,1,2,3,2,0.625,0.7,45,39,1
12034,,1,1,2,1,1,1,10,39,1
66352,,1,0,1,0,0,0,0,39,1
24958,,0,2,2,20,0.116788,0.218022,0,40,1
53825,,1,1,2,19,0.103093,0.189887,20,40,0
44852,,1,1,2,18,0.109195,0.201497,38,40,1
66504,,1,1,2,17,0.116129,0.218864,54,40,1
91702,,1,2,3,16,0.124088,0.25769,68,40,1
11537,,1,1,2,15,0.125,0.221215,75,40,1
53020,,1,1,2,14,0.133333,0.232254,84,40,1
88035,,2,1,3,13,0.142857,0.244626,104,40,1
39836,,1,1,2,12,0.153846,0.258601,108,40,1
80449,,1,1,2,11,0.166667,0.274534,110,40,1
89175,,2,1,3,10,0.181818,0.292897,300,40,1
43188,,1,1,2,9,0.2,0.31433,279,40,1
53168,,1,1,2,8,0.222222,0.339732,256,40,1
20345,,1,1,2,7,0.25,0.370408,231,40,1
57118,,1,1,2,6,0.285714,0.408333,204,40,1
45129,,1,1,2,5,0.333333,0.456667,175,40,1
36796,,1,1,2,4,0.4,0.520833,144,40,1
38840,,1,1,2,3,0.5,0.611111,111,40,1
33401,,1,1,2,2,0.666667,0.75,76,40,1
32063,,1,1,2,1,1,1,39,40,1
10349,,1,0,1,0,0,0,0,40,1
14653,,1,1,2,13,0.156863,0.258133,16,41,1
41564,,1,2,3,12,0.174419,0.312436,30,41,1
37566,,1,1,2,11,0.183099,0.296401,39,41,1
90171,,1,2,3,10,0.206897,0.369081,48,41,1
31681,,1,1,2,9,0.2,0.31433,45,41,1
41506,,1,1,2,8,0.222222,0.339732,48,41,1
54069,,1,1,2,7,0.25,0.370408,49,41,1
26122,,1,1,2,6,0.285714,0.408333,48,41,1
36245,,1,1,2,5,0.333333,0.456667,45,41,1
91732,,1,1,2,4,0.4,0.520833,40,41,1
19513,,1,1,2,3,0.5,0.611111,33,41,1
92456,,1,1,2,2,0.666667,0.75,24,41,1
88257,,1,1,2,1,1,1,13,41,1
17437,,1,0,1,0,0,0,0,41,1
8527,,0,1,1,33,0.056358,0.113769,0,42,1
13431,,1,1,2,32,0.058193,0.116827,38,42,0
76545,,1,1,2,31,0.060163,0.120305,74,42,1
73877,,1,1,2,30,0.062284,0.124437,108,42,1
93100,,1,1,2,29,0.064576,0.129758,140,42,1
30513,,1,1,2,28,0.067061,0.137846,170,42,1
87112,,2,2,4,27,0.069767,0.156534,231,42,1
18368,,1,1,2,26,0.070455,0.133707,248,42,1
53968,,1,1,2,25,0.07335,0.137496,270,42,1
57676,,1,1,2,24,0.076517,0.141582,290,42,1
3018,,1,1,2,23,0.08,0.146013,308,42,1
85084,,1,1,2,22,0.083851,0.150849,324,42,1
96285,,1,1,2,21,0.088136,0.156173,338,42,1
65860,,1,1,2,20,0.092937,0.162096,350,42,1
55124,,1,1,2,19,0.098361,0.168772,360,42,1
44944,,1,1,2,18,0.104545,0.17643,368,42,1
18281,,1,1,2,17,0.111675,0.185429,374,42,1
89233,,1,1,2,16,0.12,0.196361,378,42,1
81536,,1,1,2,15,0.12987,0.210316,380,42,1
8970,,1,1,2,14,0.141791,0.229569,380,42,1
15351,,1,1,2,13,0.156522,0.260007,378,42,1
66252,,2,2,4,12,0.175258,0.325144,391,42,1
6924,,0,2,2,14,0.146341,0.296027,0,43,1
70735,,1,1,2,13,0.135922,0.233105,14,43,0
29789,,1,1,2,12,0.146067,0.245702,26,43,1
67693,,1,1,2,10,0.171875,0.276371,99,43,1
51119,,1,1,2,9,0.188679,0.295397,100,43,1
87987,,1,1,2,8,0.209302,0.317857,99,43,1
95742,,2,1,3,7,0.235294,0.34494,104,43,1
