typeofaction,sourceid,destinationid,amountofmoney,date,isfraud,typeoffraud
transfer,53825,44852,639055187,2019-02-26 13:00:00,1,type2
transfer,44852,66504,639055187,2019-02-28 09:02:00,1,type2
transfer,66504,91702,639055187,2019-03-03 14:41:00,1,type2
transfer,91702,11537,639055187,2019-03-12 14:42:00,1,type2
transfer,11537,53020,639055187,2019-03-14 08:29:00,1,type2
transfer,53020,88035,639055187,2019-03-17 12:45:00,1,type2
transfer,88035,39836,639055187,2019-03-20 10:23:00,1,type2
transfer,39836,80449,639055187,2019-04-12 10:28:00,1,type2
transfer,80449,89175,639055187,2019-05-01 08:20:00,1,type2
transfer,89175,43188,639055187,2019-05-16 11:51:00,1,type2
transfer,43188,53168,639055187,2019-05-28 15:42:00,1,type2
transfer,53168,20345,639055187,2019-06-08 13:23:00,1,type2
transfer,20345,57118,639055187,2019-06-24 12:11:00,1,type2
transfer,57118,45129,639055187,2019-06-28 09:30:00,1,type2
transfer,45129,36796,639055187,2019-06-29 12:30:00,1,type2
transfer,36796,38840,639055187,2019-07-09 12:31:00,1,type2
transfer,38840,33401,639055187,2019-07-12 15:46:00,1,type2
transfer,33401,32063,639055187,2019-07-14 09:30:00,1,type2
transfer,32063,10349,639055187,2019-07-16 12:42:00,1,type2
transfer,14653,41564,670717859,2019-03-11 11:30:00,1,type2
transfer,41564,37566,670717859,2019-03-14 10:32:00,1,type2
transfer,37566,90171,670717859,2019-03-16 10:41:00,1,type2
transfer,90171,31681,670717859,2019-03-18 09:56:00,1,type2
transfer,31681,41506,670717859,2019-03-24 14:35:00,1,type2
transfer,41506,54069,670717859,2019-05-16 14:10:00,1,type2
transfer,54069,26122,670717859,2019-05-17 14:46:00,1,type2
transfer,26122,36245,670717859,2019-05-22 11:19:00,1,type2
transfer,36245,91732,670717859,2019-05-26 14:43:00,1,type2
transfer,91732,19513,670717859,2019-06-02 13:24:00,1,type2
transfer,19513,92456,670717859,2019-06-14 12:36:00,1,type2
transfer,92456,88257,670717859,2019-06-19 14:28:00,1,type2
transfer,88257,17437,670717859,2019-07-04 08:15:00,1,type2
transfer,8527,13431,303511989,2019-03-06 15:35:00,1,type2
transfer,13431,76545,303511989,2019-03-07 15:13:00,1,type2
transfer,76545,73877,303511989,2019-04-06 12:39:00,1,type2
transfer,73877,93100,303511989,2019-04-11 13:24:00,1,type2
transfer,93100,30513,303511989,2019-04-14 12:26:00,1,type2
transfer,30513,87112,303511989,2019-05-05 12:53:00,1,type2
transfer,87112,18368,303511989,2019-05-10 08:12:00,1,type2
transfer,18368,53968,303511989,2019-05-15 11:11:00,1,type2
transfer,53968,57676,303511989,2019-05-22 13:43:00,1,type2
transfer,57676,3018,303511989,2019-05-24 11:00:00,1,type2
transfer,3018,85084,303511989,2019-05-31 08:57:00,1,type2
transfer,85084,96285,303511989,2019-06-06 11:53:00,1,type2
transfer,96285,65860,303511989,2019-06-12 10:29:00,1,type2
transfer,65860,55124,303511989,2019-06-17 09:41:00,1,type2
transfer,55124,44944,303511989,2019-06-18 11:52:00,1,type2
transfer,44944,18281,303511989,2019-07-03 13:04:00,1,type2
transfer,18281,89233,303511989,2019-07-09 09:08:00,1,type2
transfer,89233,81536,303511989,2019-07-13 09:52:00,1,type2
transfer,81536,8970,303511989,2019-07-14 14:38:00,1,type2
transfer,8970,15351,303511989,2019-07-15 12:44:00,1,type2
transfer,15351,66252,303511989,2019-07-16 12:24:00,1,type2
transfer,6924,70735,845715194,2019-03-03 10:21:00,1,type2
transfer,70735,29789,845715194,2019-03-06 15:50:00,1,type2
transfer,29789,63251,845715194,2019-03-13 11:08:00,1,type2
transfer,63251,67693,845715194,2019-03-30 08:02:00,1,type2
transfer,67693,51119,845715194,2019-04-20 11:54:00,1,type2
transfer,51119,87987,845715194,2019-05-24 14:48:00,1,type2
transfer,87987,95742,845715194,2019-05-29 09:00:00,1,type2
transfer,95742,92265,845715194,2019-06-09 12:11:00,1,type2
transfer,92265,45663,845715194,2019-06-20 11:21:00,1,type2
transfer,45663,91778,845715194,2019-06-21 11:23:00,1,type2
transfer,91778,10251,845715194,2019-07-11 10:28:00,1,type2
transfer,10251,93662,845715194,2019-07-14 15:08:00,1,type2
transfer,52856,27146,394730815,2019-03-13 14:39:00,1,type2
transfer,27146,27666,394730815,2019-04-23 12:31:00,1,type2
transfer,27666,21190,394730815,2019-04-26 13:13:00,1,type2
transfer,21190,94954,394730815,2019-05-02 09:29:00,1,type2
transfer,94954,69071,394730815,2019-05-14 15:08:00,1,type2
transfer,67020,53769,838303136,2019-02-27 11:22:00,1,type2
transfer,53769,46403,838303136,2019-03-01 12:03:00,1,type2
transfer,46403,75173,838303136,2019-03-10 12:17:00,1,type2
transfer,75173,45119,838303136,2019-03-18 09:30:00,1,type2
transfer,45119,10995,838303136,2019-03-27 14:26:00,1,type2
transfer,10995,47310,838303136,2019-04-15 14:49:00,1,type2
transfer,47310,68312,838303136,2019-04-17 08:40:00,1,type2
transfer,68312,28298,838303136,2019-04-23 14:42:00,1,type2
transfer,28298,76125,838303136,2019-05-02 10:43:00,1,type2
transfer,76125,34509,838303136,2019-05-21 13:10:00,1,type2
transfer,34509,37053,838303136,2019-05-29 10:40:00,1,type2
transfer,37053,15551,838303136,2019-06-02 12:16:00,1,type2
transfer,15551,43457,838303136,2019-06-02 14:22:00,1,type2
transfer,43457,91349,838303136,2019-06-20 08:27:00,1,type2
transfer,91349,32440,838303136,2019-06-21 08:46:00,1,type2
transfer,32440,16318,838303136,2019-06-21 14:58:00,1,type2
transfer,16318,49360,838303136,2019-07-04 11:35:00,1,type2
transfer,49360,32816,838303136,2019-07-05 09:10:00,1,type2
transfer,32816,2112,838303136,2019-07-08 10:59:00,1,type2
transfer,2112,47308,838303136,2019-07-16 09:46:00,1,type2
transfer,4608,54454,670955051,2019-03-01 10:04:00,1,type2
transfer,54454,7371,670955051,2019-03-02 15:26:00,1,type2
transfer,7371,45888,670955051,2019-03-12 12:10:00,1,type2
transfer,45888,89064,670955051,2019-03-13 12:08:00,1,type2
transfer,89064,31574,670955051,2019-03-16 14:37:00,1,type2
transfer,31574,39006,670955051,2019-03-30 12:52:00,1,type2
transfer,39006,7694,670955051,2019-04-04 13:17:00,1,type2
transfer,7694,58696,670955051,2019-04-12 08:09:00,1,type2
transfer,58696,65674,670955051,2019-04-13 08:46:00,1,type2
transfer,65674,41560,670955051,2019-04-13 11:34:00,1,type2
transfer,41560,17477,670955051,2019-05-11 10:14:00,1,type2
transfer,17477,77294,670955051,2019-05-14 12:02:00,1,type2
transfer,77294,30792,670955051,2019-05-16 12:20:00,1,type2
transfer,30792,35083,670955051,2019-05-17 14:26:00,1,type2
transfer,35083,78821,670955051,2019-05-20 09:09:00,1,type2
transfer,78821,48820,670955051,2019-05-26 11:46:00,1,type2
transfer,48820,74039,670955051,2019-06-01 14:44:00,1,type2
transfer,74039,73311,670955051,2019-06-05 10:06:00,1,type2
transfer,73311,43574,670955051,2019-06-27 10:13:00,1,type2
transfer,43574,76109,670955051,2019-07-07 08:38:00,1,type2
transfer,76109,14385,670955051,2019-07-17 14:51:00,1,type2
transfer,14385,38350,670955051,2019-07-19 08:11:00,1,type2
transfer,69548,30494,447933835,2019-02-22 09:15:00,1,type2
transfer,30494,3072,447933835,2019-02-26 14:03:00,1,type2
transfer,3072,82837,447933835,2019-03-10 15:57:00,1,type2
transfer,82837,58538,447933835,2019-03-18 08:20:00,1,type2
transfer,58538,72725,447933835,2019-03-22 08:25:00,1,type2
transfer,72725,61404,447933835,2019-03-23 13:18:00,1,type2
transfer,61404,86516,447933835,2019-03-27 13:36:00,1,type2
transfer,86516,17507,447933835,2019-04-02 14:56:00,1,type2
transfer,17507,78361,447933835,2019-04-11 11:16:00,1,type2
transfer,78361,40852,447933835,2019-05-04 12:52:00,1,type2
transfer,40852,37450,447933835,2019-05-08 11:33:00,1,type2
transfer,37450,54142,447933835,2019-05-22 08:34:00,1,type2
transfer,54142,97658,447933835,2019-06-07 14:34:00,1,type2
transfer,97658,60981,447933835,2019-06-24 09:35:00,1,type2
transfer,60981,93044,447933835,2019-06-25 15:10:00,1,type2
transfer,93044,76486,447933835,2019-06-29 12:38:00,1,type2
transfer,76486,30812,447933835,2019-06-30 12:06:00,1,type2
transfer,30812,69361,447933835,2019-07-06 12:18:00,1,type2
transfer,69361,98368,447933835,2019-07-07 13:47:00,1,type2
transfer,98368,57253,447933835,2019-07-10 09:34:00,1,type2
transfer,57253,12351,447933835,2019-07-11 11:09:00,1,type2
transfer,12351,90918,447933835,2019-07-12 14:20:00,1,type2
transfer,90918,8412,447933835,2019-07-15 14:03:00,1,type2
transfer,75979,51247,743073969,2019-03-04 15:13:00,1,type2
transfer,51247,39495,743073969,2019-04-16 11:42:00,1,type2
transfer,39495,33367,743073969,2019-04-24 10:29:00,1,type2
transfer,33367,50510,743073969,2019-05-11 08:49:00,1,type2
transfer,50510,99732,743073969,2019-05-27 08:51:00,1,type2
transfer,99732,49284,743073969,2019-06-22 13:48:00,1,type2
transfer,62708,72502,894124284,2019-02-21 11:49:00,1,type2
transfer,72502,59569,894124284,2019-02-25 12:31:00,1,type2
transfer,59569,67076,894124284,2019-03-10 15:27:00,1,type2
transfer,67076,51686,894124284,2019-03-24 09:04:00,1,type2
transfer,51686,21259,894124284,2019-04-16 08:50:00,1,type2
transfer,21259,47587,894124284,2019-04-23 13:48:00,1,type2
transfer,47587,31040,894124284,2019-04-29 08:23:00,1,type2
transfer,31040,62625,894124284,2019-05-01 08:53:00,1,type2
transfer,62625,44361,894124284,2019-05-04 12:12:00,1,type2
transfer,44361,22920,894124284,2019-05-13 14:56:00,1,type2
transfer,22920,63784,894124284,2019-05-25 13:05:00,1,type2
transfer,63784,74236,894124284,2019-07-13 15:37:00,1,type2
transfer,80835,91746,481641357,2019-03-03 09:06:00,1,type2
transfer,91746,42325,481641357,2019-03-08 08:04:00,1,type2
transfer,42325,49464,481641357,2019-03-12 10:07:00,1,type2
transfer,49464,48971,481641357,2019-03-14 12:15:00,1,type2
transfer,48971,56040,481641357,2019-03-14 12:33:00,1,type2
transfer,56040,40932,481641357,2019-03-18 08:14:00,1,type2
transfer,40932,53019,481641357,2019-03-18 12:50:00,1,type2
transfer,53019,34339,481641357,2019-03-29 08:03:00,1,type2
transfer,34339,37902,481641357,2019-04-14 12:41:00,1,type2
transfer,37902,85056,481641357,2019-04-20 12:12:00,1,type2
transfer,85056,81037,481641357,2019-05-21 14:16:00,1,type2
transfer,81037,70898,481641357,2019-05-22 13:48:00,1,type2
transfer,70898,2296,481641357,2019-05-23 10:10:00,1,type2
transfer,2296,25300,481641357,2019-06-26 08:58:00,1,type2
transfer,25300,71830,481641357,2019-07-13 14:28:00,1,type2
transfer,6575,36913,931696432,2019-02-25 10:54:00,1,type2
transfer,36913,77224,931696432,2019-03-06 15:28:00,1,type2
transfer,77224,86009,931696432,2019-03-20 08:51:00,1,type2
transfer,86009,61959,931696432,2019-04-10 09:59:00,1,type2
transfer,61959,24431,931696432,2019-05-17 09:54:00,1,type2
transfer,24431,35997,931696432,2019-05-20 12:09:00,1,type2
transfer,35997,97967,931696432,2019-06-17 08:31:00,1,type2
transfer,10530,55313,119875439,2019-03-02 11:11:00,1,type2
transfer,55313,66220,119875439,2019-03-11 08:41:00,1,type2
transfer,66220,84619,119875439,2019-03-27 08:27:00,1,type2
transfer,84619,14263,119875439,2019-04-07 15:57:00,1,type2
transfer,14263,68873,119875439,2019-04-08 09:53:00,1,type2
transfer,68873,43587,119875439,2019-04-25 15:47:00,1,type2
transfer,43587,78087,119875439,2019-05-23 12:26:00,1,type2
transfer,78087,90271,119875439,2019-05-23 12:52:00,1,type2
transfer,90271,54636,119875439,2019-05-28 11:30:00,1,type2
transfer,54636,79646,119875439,2019-05-30 10:14:00,1,type2
transfer,79646,26229,119875439,2019-06-01 08:09:00,1,type2
transfer,26229,51093,119875439,2019-06-04 14:11:00,1,type2
transfer,51093,30246,119875439,2019-06-15 15:36:00,1,type2
transfer,30246,60246,119875439,2019-06-28 08:12:00,1,type2
transfer,60246,72273,119875439,2019-06-29 13:28:00,1,type2
transfer,72273,93995,119875439,2019-07-05 11:42:00,1,type2
transfer,93995,51265,119875439,2019-07-08 10:13:00,1,type2
transfer,51265,80558,119875439,2019-07-10 10:06:00,1,type2
transfer,80558,93662,119875439,2019-07-11 12:50:00,1,type2
transfer,93662,42159,119875439,2019-07-16 15:40:00,1,type2
transfer,83723,86035,827975159,2019-03-15 10:45:00,1,type2
transfer,86035,94786,827975159,2019-04-05 09:40:00,1,type2
transfer,94786,98271,827975159,2019-04-22 10:38:00,1,type2
transfer,98271,55301,827975159,2019-04-24 09:39:00,1,type2
transfer,55301,90114,827975159,2019-05-28 14:11:00,1,type2
transfer,90114,5124,827975159,2019-06-07 14:28:00,1,type2
transfer,5124,35718,827975159,2019-06-09 08:18:00,1,type2
transfer,35718,54402,827975159,2019-06-13 09:42:00,1,type2
transfer,54402,45420,827975159,2019-06-22 08:17:00,1,type2
transfer,45420,72548,827975159,2019-07-11 08:40:00,1,type2
transfer,97235,68757,599514298,2019-02-25 13:37:00,1,type2
transfer,68757,63487,599514298,2019-03-06 10:18:00,1,type2
transfer,63487,86426,599514298,2019-03-06 12:37:00,1,type2
transfer,86426,30585,599514298,2019-04-02 15:04:00,1,type2
transfer,30585,61992,599514298,2019-05-10 09:41:00,1,type2
transfer,61992,96851,599514298,2019-05-23 08:24:00,1,type2
transfer,96851,81069,599514298,2019-06-21 14:25:00,1,type2
transfer,81069,70309,599514298,2019-07-02 14:41:00,1,type2
transfer,70309,76733,599514298,2019-07-04 11:13:00,1,type2
transfer,54101,94110,576535699,2019-03-08 14:11:00,1,type2
transfer,94110,62900,576535699,2019-03-11 11:17:00,1,type2
transfer,62900,38006,576535699,2019-03-17 09:21:00,1,type2
transfer,38006,14362,576535699,2019-04-26 12:21:00,1,type2
transfer,14362,3198,576535699,2019-05-07 15:21:00,1,type2
transfer,3198,83975,576535699,2019-05-18 11:46:00,1,type2
transfer,83975,62820,576535699,2019-05-29 09:44:00,1,type2
transfer,62820,60647,576535699,2019-07-05 08:56:00,1,type2
transfer,60647,8773,576535699,2019-07-11 11:26:00,1,type2
transfer,1803,23233,839037996,2019-03-27 14:16:00,1,type2
transfer,23233,29204,839037996,2019-04-05 11:14:00,1,type2
transfer,29204,59325,839037996,2019-04-21 08:26:00,1,type2
transfer,59325,85609,839037996,2019-05-17 12:55:00,1,type2
transfer,85609,70190,839037996,2019-05-27 10:51:00,1,type2
transfer,70190,66801,839037996,2019-05-29 15:26:00,1,type2
transfer,66801,5623,839037996,2019-06-26 09:49:00,1,type2
transfer,86653,62268,646333650,2019-03-06 14:32:00,1,type2
transfer,62268,5592,646333650,2019-03-13 10:50:00,1,type2
transfer,5592,79121,646333650,2019-03-15 08:05:00,1,type2
transfer,79121,91754,646333650,2019-03-23 14:23:00,1,type2
transfer,91754,60081,646333650,2019-04-17 08:15:00,1,type2
transfer,60081,42913,646333650,2019-04-22 10:20:00,1,type2
transfer,42913,16332,646333650,2019-05-14 08:23:00,1,type2
transfer,16332,19236,646333650,2019-05-16 08:04:00,1,type2
transfer,19236,61887,646333650,2019-05-19 09:47:00,1,type2
transfer,61887,73655,646333650,2019-06-09 10:35:00,1,type2
transfer,73655,66317,646333650,2019-06-09 15:47:00,1,type2
transfer,66317,35149,646333650,2019-06-27 09:46:00,1,type2
transfer,35149,24117,646333650,2019-07-01 11:34:00,1,type2
transfer,24117,11278,646333650,2019-07-03 13:43:00,1,type2
transfer,11278,70654,646333650,2019-07-13 08:44:00,1,type2
transfer,70654,91992,646333650,2019-07-15 13:13:00,1,type2
transfer,30021,61751,868760242,2019-02-20 11:20:00,1,type2
transfer,61751,20221,868760242,2019-03-03 14:56:00,1,type2
transfer,20221,10651,868760242,2019-03-14 13:13:00,1,type2
transfer,10651,8851,868760242,2019-03-24 13:13:00,1,type2
transfer,8851,53683,868760242,2019-04-01 10:54:00,1,type2
transfer,53683,35565,868760242,2019-04-07 09:52:00,1,type2
transfer,35565,96075,868760242,2019-04-20 08:02:00,1,type2
transfer,96075,61659,868760242,2019-04-20 11:08:00,1,type2
transfer,61659,38980,868760242,2019-06-10 08:10:00,1,type2
transfer,38980,2876,868760242,2019-06-13 14:27:00,1,type2
transfer,2876,50546,868760242,2019-06-15 11:33:00,1,type2
transfer,50546,30394,868760242,2019-06-18 10:00:00,1,type2
transfer,30394,43168,868760242,2019-06-19 08:17:00,1,type2
transfer,43168,81651,868760242,2019-06-21 10:32:00,1,type2
transfer,81651,2404,868760242,2019-06-21 13:37:00,1,type2
transfer,2404,9444,868760242,2019-07-02 14:23:00,1,type2
transfer,9444,35206,868760242,2019-07-03 08:29:00,1,type2
transfer,35206,76617,868760242,2019-07-04 12:10:00,1,type2
transfer,76617,83006,868760242,2019-07-10 13:00:00,1,type2
transfer,63137,93720,112922467,2019-02-25 08:24:00,1,type2
transfer,93720,86247,112922467,2019-02-28 11:34:00,1,type2
transfer,86247,65522,112922467,2019-04-26 10:39:00,1,type2
transfer,65522,41859,112922467,2019-05-03 14:21:00,1,type2
transfer,41859,19598,112922467,2019-05-12 10:37:00,1,type2
transfer,19598,89338,112922467,2019-05-12 14:31:00,1,type2
transfer,89338,55794,112922467,2019-05-25 12:57:00,1,type2
transfer,55794,16531,112922467,2019-06-17 10:04:00,1,type2
transfer,16531,63539,112922467,2019-06-24 12:19:00,1,type2
transfer,63539,36542,112922467,2019-06-28 13:01:00,1,type2
transfer,36542,44727,112922467,2019-07-01 12:25:00,1,type2
transfer,72995,12165,911527755,2019-02-21 08:27:00,1,type2
transfer,12165,18207,911527755,2019-03-03 08:32:00,1,type2
transfer,18207,87378,911527755,2019-03-07 15:37:00,1,type2
transfer,87378,90949,911527755,2019-03-13 10:01:00,1,type2
transfer,90949,44381,911527755,2019-03-13 12:34:00,1,type2
transfer,44381,35414,911527755,2019-03-19 12:04:00,1,type2
transfer,35414,2458,911527755,2019-03-26 10:50:00,1,type2
transfer,2458,70497,911527755,2019-04-08 08:59:00,1,type2
transfer,70497,23759,911527755,2019-04-20 11:33:00,1,type2
transfer,23759,41351,911527755,2019-05-02 15:49:00,1,type2
transfer,41351,24386,911527755,2019-05-03 15:46:00,1,type2
transfer,24386,78814,911527755,2019-05-04 09:46:00,1,type2
transfer,78814,63797,911527755,2019-05-16 14:06:00,1,type2
transfer,63797,83388,911527755,2019-05-23 15:11:00,1,type2
transfer,83388,57071,911527755,2019-05-24 10:16:00,1,type2
transfer,57071,41233,911527755,2019-05-31 10:38:00,1,type2
transfer,41233,11053,911527755,2019-05-31 14:23:00,1,type2
transfer,11053,14713,911527755,2019-06-04 14:59:00,1,type2
transfer,14713,68655,911527755,2019-06-06 09:15:00,1,type2
transfer,68655,3997,911527755,2019-06-22 14:02:00,1,type2
transfer,3997,32321,911527755,2019-06-23 15:21:00,1,type2
transfer,32321,67729,911527755,2019-07-02 15:35:00,1,type2
transfer,67729,73724,911527755,2019-07-14 08:32:00,1,type2
transfer,73724,31571,911527755,2019-07-20 08:00:00,1,type2
transfer,66655,13256,304696189,2019-02-22 12:35:00,1,type2
transfer,13256,94014,304696189,2019-03-04 12:51:00,1,type2
transfer,94014,39984,304696189,2019-03-06 15:30:00,1,type2
transfer,39984,99976,304696189,2019-04-02 15:40:00,1,type2
transfer,99976,38617,304696189,2019-04-09 10:56:00,1,type2
transfer,38617,38850,304696189,2019-05-04 15:08:00,1,type2
transfer,38850,78036,304696189,2019-05-30 15:18:00,1,type2
transfer,78036,77455,304696189,2019-06-14 08:50:00,1,type2
transfer,77455,38884,304696189,2019-07-08 08:27:00,1,type2
transfer,17467,11115,408896968,2019-02-21 08:11:00,1,type2
transfer,11115,53506,408896968,2019-03-07 13:09:00,1,type2
transfer,53506,38484,408896968,2019-03-11 11:11:00,1,type2
transfer,38484,48932,408896968,2019-03-17 11:59:00,1,type2
transfer,48932,29279,408896968,2019-03-27 12:09:00,1,type2
transfer,29279,74520,408896968,2019-04-09 12:05:00,1,type2
transfer,74520,83797,408896968,2019-04-11 15:23:00,1,type2
transfer,83797,38061,408896968,2019-05-10 11:56:00,1,type2
transfer,38061,68369,408896968,2019-05-22 09:20:00,1,type2
transfer,68369,90921,408896968,2019-05-24 10:54:00,1,type2
transfer,90921,98984,408896968,2019-07-04 14:03:00,1,type2
transfer,37783,17074,497465705,2019-03-01 11:14:00,1,type2
transfer,17074,54093,497465705,2019-03-07 08:36:00,1,type2
transfer,54093,53900,497465705,2019-03-09 11:05:00,1,type2
transfer,53900,66052,497465705,2019-03-12 11:29:00,1,type2
transfer,66052,34009,497465705,2019-04-03 11:52:00,1,type2
transfer,34009,65799,497465705,2019-04-04 08:10:00,1,type2
transfer,65799,20256,497465705,2019-04-17 12:31:00,1,type2
transfer,20256,18636,497465705,2019-04-20 12:03:00,1,type2
transfer,18636,51771,497465705,2019-05-23 15:37:00,1,type2
transfer,51771,28347,497465705,2019-05-29 08:35:00,1,type2
transfer,28347,51941,497465705,2019-06-06 14:21:00,1,type2
transfer,51941,81059,497465705,2019-06-20 14:06:00,1,type2
transfer,81059,26683,497465705,2019-07-08 10:21:00,1,type2
transfer,26683,88162,497465705,2019-07-17 13:10:00,1,type2
transfer,84673,38050,429273988,2019-04-30 10:55:00,1,type2
transfer,38050,61533,429273988,2019-05-07 11:49:00,1,type2
transfer,61533,58132,429273988,2019-06-20 14:13:00,1,type2
transfer,20794,87802,187110204,2019-02-22 14:55:00,1,type2
transfer,87802,8016,187110204,2019-03-06 08:54:00,1,type2
transfer,8016,12720,187110204,2019-03-22 08:47:00,1,type2
transfer,12720,78913,187110204,2019-04-06 15:37:00,1,type2
transfer,78913,37935,187110204,2019-05-01 12:04:00,1,type2
transfer,37935,11621,187110204,2019-05-07 14:10:00,1,type2
transfer,11621,81373,187110204,2019-05-25 14:18:00,1,type2
transfer,81373,97183,187110204,2019-06-24 12:52:00,1,type2
transfer,32332,90173,201684695,2019-02-22 12:05:00,1,type2
transfer,90173,45901,201684695,2019-02-23 09:35:00,1,type2
transfer,45901,66387,201684695,2019-02-24 14:56:00,1,type2
transfer,66387,74018,201684695,2019-03-14 08:14:00,1,type2
transfer,74018,13598,201684695,2019-03-14 12:30:00,1,type2
transfer,13598,21918,201684695,2019-03-18 13:14:00,1,type2
transfer,21918,49200,201684695,2019-05-15 13:19:00,1,type2
transfer,49200,10970,201684695,2019-06-06 08:20:00,1,type2
transfer,10970,7324,201684695,2019-06-18 14:12:00,1,type2
transfer,7324,45434,201684695,2019-06-26 10:07:00,1,type2
transfer,45434,97457,201684695,2019-07-07 14:00:00,1,type2
transfer,97457,51396,201684695,2019-07-13 09:08:00,1,type2
transfer,51396,24625,201684695,2019-07-14 10:45:00,1,type2
transfer,96243,83764,631715117,2019-02-28 08:12:00,1,type2
transfer,83764,18300,631715117,2019-03-09 10:31:00,1,type2
transfer,18300,69678,631715117,2019-03-29 09:17:00,1,type2
transfer,69678,32080,631715117,2019-04-12 11:19:00,1,type2
transfer,32080,80457,631715117,2019-04-21 14:28:00,1,type2
transfer,80457,17975,631715117,2019-04-27 15:16:00,1,type2
transfer,17975,77655,631715117,2019-05-08 09:37:00,1,type2
transfer,77655,60767,631715117,2019-05-15 09:45:00,1,type2
transfer,60767,8013,631715117,2019-05-28 12:08:00,1,type2
transfer,8013,7219,631715117,2019-05-30 08:50:00,1,type2
transfer,7219,35898,631715117,2019-06-01 12:10:00,1,type2
transfer,35898,88380,631715117,2019-06-11 11:25:00,1,type2
transfer,88380,93167,631715117,2019-06-16 09:29:00,1,type2
transfer,93167,54478,631715117,2019-06-19 15:57:00,1,type2
transfer,54478,19339,631715117,2019-06-20 12:44:00,1,type2
transfer,19339,37559,631715117,2019-07-01 09:41:00,1,type2
transfer,37736,17520,725595778,2019-02-21 12:09:00,1,type2
transfer,17520,15390,725595778,2019-02-22 09:02:00,1,type2
transfer,15390,78316,725595778,2019-03-08 11:42:00,1,type2
transfer,78316,12944,725595778,2019-03-13 13:56:00,1,type2
transfer,12944,32800,725595778,2019-03-17 09:55:00,1,type2
transfer,32800,93477,725595778,2019-03-19 11:16:00,1,type2
transfer,93477,60887,725595778,2019-03-19 15:36:00,1,type2
transfer,60887,26066,725595778,2019-03-21 13:45:00,1,type2
transfer,26066,8561,725595778,2019-04-04 14:50:00,1,type2
transfer,8561,39697,725595778,2019-04-24 13:29:00,1,type2
transfer,39697,22726,725595778,2019-04-28 12:14:00,1,type2
transfer,22726,56572,725595778,2019-05-03 12:36:00,1,type2
transfer,56572,40279,725595778,2019-05-15 15:23:00,1,type2
transfer,40279,33748,725595778,2019-06-01 10:57:00,1,type2
transfer,33748,96025,725595778,2019-06-10 08:49:00,1,type2
transfer,96025,7000,725595778,2019-06-13 13:38:00,1,type2
transfer,7000,16849,725595778,2019-06-23 08:50:00,1,type2
transfer,16849,67187,725595778,2019-06-25 09:38:00,1,type2
transfer,67187,18710,725595778,2019-07-03 13:50:00,1,type2
transfer,18710,45344,725595778,2019-07-15 09:14:00,1,type2
transfer,57957,12153,973564277,2019-02-23 15:25:00,1,type2
transfer,12153,53961,973564277,2019-02-24 14:26:00,1,type2
transfer,53961,48129,973564277,2019-02-27 10:01:00,1,type2
transfer,48129,88109,973564277,2019-03-15 15:43:00,1,type2
transfer,88109,74886,973564277,2019-05-28 09:33:00,1,type2
transfer,74886,78046,973564277,2019-07-13 13:38:00,1,type2
transfer,89745,76622,808144529,2019-02-22 09:11:00,1,type2
transfer,76622,58861,808144529,2019-03-04 14:34:00,1,type2
transfer,58861,81066,808144529,2019-03-11 08:40:00,1,type2
transfer,81066,83553,808144529,2019-04-25 10:30:00,1,type2
transfer,83553,35590,808144529,2019-04-28 15:00:00,1,type2
transfer,35590,49865,808144529,2019-05-01 15:47:00,1,type2
transfer,49865,39315,808144529,2019-05-07 10:06:00,1,type2
transfer,39315,38691,808144529,2019-05-29 11:21:00,1,type2
transfer,38691,51180,808144529,2019-06-06 13:25:00,1,type2
transfer,51180,38948,808144529,2019-06-16 14:31:00,1,type2
transfer,38948,44849,808144529,2019-06-18 12:02:00,1,type2
transfer,44849,20829,808144529,2019-06-23 12:04:00,1,type2
transfer,20829,89768,808144529,2019-06-28 10:47:00,1,type2
transfer,89768,58656,808144529,2019-07-08 13:50:00,1,type2
transfer,58656,37810,808144529,2019-07-10 12:58:00,1,type2
transfer,66491,7353,698897203,2019-02-27 11:07:00,1,type2
transfer,7353,27135,698897203,2019-03-01 10:44:00,1,type2
transfer,27135,73088,698897203,2019-03-03 10:17:00,1,type2
transfer,73088,57027,698897203,2019-03-20 08:03:00,1,type2
transfer,57027,66271,698897203,2019-03-22 11:14:00,1,type2
transfer,66271,42307,698897203,2019-03-29 09:37:00,1,type2
transfer,42307,86129,698897203,2019-04-12 11:53:00,1,type2
transfer,86129,87824,698897203,2019-05-05 09:59:00,1,type2
transfer,87824,3779,698897203,2019-05-19 12:49:00,1,type2
transfer,3779,97553,698897203,2019-05-24 14:05:00,1,type2
transfer,97553,96988,698897203,2019-06-02 14:56:00,1,type2
transfer,96988,41179,698897203,2019-06-09 12:16:00,1,type2
transfer,41179,44140,698897203,2019-07-07 13:38:00,1,type2
transfer,44140,84287,698897203,2019-07-11 14:35:00,1,type2
transfer,84287,25437,698897203,2019-07-16 15:01:00,1,type2
transfer,25437,81781,698897203,2019-07-20 10:25:00,1,type2
transfer,28940,12981,875489496,2019-02-21 12:40:00,1,type2
transfer,12981,6151,875489496,2019-02-28 10:35:00,1,type2
transfer,6151,68385,875489496,2019-03-02 14:27:00,1,type2
transfer,68385,74694,875489496,2019-03-04 13:25:00,1,type2
transfer,74694,13742,875489496,2019-03-08 09:09:00,1,type2
